Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,518,0,220,221.8597904994992,199.02046298375353,286.82471404317766,843.9826254826255,4.501771760959564,0.0,220,220,230,230,230,240,260,270,290,290,290
,Aggregated,518,0,220,221.8597904994992,199.02046298375353,286.82471404317766,843.9826254826255,4.501771760959564,0.0,220,220,230,230,230,240,260,270,290,290,290
