Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,3126,0,180,184.12093327472553,157.85023500211537,324.22579801641405,95.96545105566219,27.136170169893106,0.0,180,190,190,200,200,210,220,230,290,320,320
,Aggregated,3126,0,180,184.12093327472553,157.85023500211537,324.22579801641405,95.96545105566219,27.136170169893106,0.0,180,190,190,200,200,210,220,230,290,320,320
