Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,580,0,200,198.1176542248657,176.18909903103486,275.4548900411464,428.29137931034484,5.040949451324759,0.0,200,200,200,200,210,210,220,220,280,280,280
,Aggregated,580,0,200,198.1176542248657,176.18909903103486,275.4548900411464,428.29137931034484,5.040949451324759,0.0,200,200,200,200,210,210,220,220,280,280,280
