Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,320,0,8500,8599.14089522008,121.33311800425872,17069.955452985596,54.503125,2.777518525220886,0.0,8600,9500,10000,11000,12000,13000,14000,15000,17000,17000,17000
,Aggregated,320,0,8500,8599.14089522008,121.33311800425872,17069.955452985596,54.503125,2.777518525220886,0.0,8600,9500,10000,11000,12000,13000,14000,15000,17000,17000,17000
