Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,618,0,190,186.37143482835015,165.19104299368337,218.98008399875835,220.85436893203882,5.358638990802397,0.0,190,190,190,190,200,200,210,210,220,220,220
,Aggregated,618,0,190,186.37143482835015,165.19104299368337,218.98008399875835,220.85436893203882,5.358638990802397,0.0,190,190,190,190,200,200,210,210,220,220,220
