Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,322,0,8600,8376.494536214466,128.92508500954136,15360.873282013927,96.03105590062111,2.803714246688108,0.0,8600,9800,11000,11000,12000,13000,14000,14000,15000,15000,15000
,Aggregated,322,0,8600,8376.494536214466,128.92508500954136,15360.873282013927,96.03105590062111,2.803714246688108,0.0,8600,9800,11000,11000,12000,13000,14000,14000,15000,15000,15000
