Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,280,0,4000,3976.5547646949667,156.2371669569984,8903.925723978318,220.825,2.439383226823791,0.0,4100,4800,5300,5500,6200,7300,8500,8700,8900,8900,8900
,Aggregated,280,0,4000,3976.5547646949667,156.2371669569984,8903.925723978318,220.825,2.439383226823791,0.0,4100,4800,5300,5500,6200,7300,8500,8700,8900,8900,8900
