Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,381,0,14000,13394.354482183659,131.48431002628058,24007.01844500145,220.8477690288714,3.3425244849886075,0.0,14000,16000,17000,17000,19000,20000,22000,22000,24000,24000,24000
,Aggregated,381,0,14000,13394.354482183659,131.48431002628058,24007.01844500145,220.8477690288714,3.3425244849886075,0.0,14000,16000,17000,17000,19000,20000,22000,22000,24000,24000,24000
