Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,2372,0,220,242.62987833140687,166.30745097063482,2979.768094024621,428.5181281618887,20.584865242467504,0.0,220,230,240,250,260,280,370,930,2700,3000,3000
,Aggregated,2372,0,220,242.62987833140687,166.30745097063482,2979.768094024621,428.5181281618887,20.584865242467504,0.0,220,230,240,250,260,280,370,930,2700,3000,3000
