Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,335,0,3500,3370.7165252545906,118.00293304258958,7286.864591005724,54.49850746268657,2.9169666171109547,0.0,3500,3900,4200,4400,5000,5600,6300,6700,7300,7300,7300
,Aggregated,335,0,3500,3370.7165252545906,118.00293304258958,7286.864591005724,54.49850746268657,2.9169666171109547,0.0,3500,3900,4200,4400,5000,5600,6300,6700,7300,7300,7300
