Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,3007,0,190,191.47179225137356,132.7020350145176,277.9142369981855,220.72963086132359,26.090302197747754,0.0,190,190,200,200,210,220,230,240,260,280,280
,Aggregated,3007,0,190,191.47179225137356,132.7020350145176,277.9142369981855,220.72963086132359,26.090302197747754,0.0,190,190,200,200,210,220,230,240,260,280,280
