Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,173,0,6600,6464.865391511427,1760.0043030106463,10210.363722988404,843.6242774566474,1.5150907405114116,0.0,6600,7700,8100,8400,8800,9400,9700,9800,10000,10000,10000
,Aggregated,173,0,6600,6464.865391511427,1760.0043030106463,10210.363722988404,843.6242774566474,1.5150907405114116,0.0,6600,7700,8100,8400,8800,9400,9700,9800,10000,10000,10000
