Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,6756,0,85,84.97462349064946,28.667481034062803,131.89571001566947,425.6842806394316,58.61226283631939,0.0,85,90,94,96,100,110,110,120,130,130,130
,Aggregated,6756,0,85,84.97462349064946,28.667481034062803,131.89571001566947,425.6842806394316,58.61226283631939,0.0,85,90,94,96,100,110,110,120,130,130,130
