Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,1397,0,82,82.22865682003957,37.403128982987255,104.7891519847326,838.1496062992126,12.12497243065317,0.0,82,84,86,87,90,94,98,100,100,100,100
,Aggregated,1397,0,82,82.22865682003957,37.403128982987255,104.7891519847326,838.1496062992126,12.12497243065317,0.0,82,84,86,87,90,94,98,100,100,100,100
