Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,12646,0,480,436.97006350250757,27.170556015335023,978.3661310211755,838.2936897042543,109.68642381149478,0.0,480,520,540,560,590,620,660,700,790,950,980
,Aggregated,12646,0,480,436.97006350250757,27.170556015335023,978.3661310211755,838.2936897042543,109.68642381149478,0.0,480,520,540,560,590,620,660,700,790,950,980
