Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,8030,0,69,71.46929928501297,19.487421959638596,121.2893090560101,219.24109589041095,69.71521454226243,0.0,69,75,78,80,88,94,100,100,120,120,120
,Aggregated,8030,0,69,71.46929928501297,19.487421959638596,121.2893090560101,219.24109589041095,69.71521454226243,0.0,69,75,78,80,88,94,100,100,120,120,120
