Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,10635,0,89,107.51439149232715,19.733466033358127,246.86010100413114,425.62764456981665,92.34634216224944,0.0,89,110,150,160,170,180,190,190,210,250,250
,Aggregated,10635,0,89,107.51439149232715,19.733466033358127,246.86010100413114,425.62764456981665,92.34634216224944,0.0,89,110,150,160,170,180,190,190,210,250,250
