Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,14826,0,200,190.20131226509918,20.839582022745162,326.0922039626166,425.67381626871713,128.69586092648862,0.0,200,210,220,230,240,260,270,280,310,330,330
,Aggregated,14826,0,200,190.20131226509918,20.839582022745162,326.0922039626166,425.67381626871713,128.69586092648862,0.0,200,210,220,230,240,260,270,280,310,330,330
