Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,1624,0,72,70.70582871794272,36.06637701159343,99.84737704508007,95.62807881773399,14.103120244191421,0.0,72,73,74,74,76,78,81,84,93,100,100
,Aggregated,1624,0,72,70.70582871794272,36.06637701159343,99.84737704508007,95.62807881773399,14.103120244191421,0.0,72,73,74,74,76,78,81,84,93,100,100
