Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,1514,0,76,75.91593956247696,21.226454991847277,110.76183599652722,425.57463672391015,13.133087020126467,0.0,76,78,79,80,83,86,90,92,110,110,110
,Aggregated,1514,0,76,75.91593956247696,21.226454991847277,110.76183599652722,425.57463672391015,13.133087020126467,0.0,76,78,79,80,83,86,90,92,110,110,110
