Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,17134,0,110,164.52262920243683,15.984489989932626,500.1256719697267,95.54266370958328,148.73917378106955,0.0,110,130,270,300,340,360,380,400,460,500,500
,Aggregated,17134,0,110,164.52262920243683,15.984489989932626,500.1256719697267,95.54266370958328,148.73917378106955,0.0,110,130,270,300,340,360,380,400,460,500,500
