Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,11023,0,98,103.67206513565505,16.899826005101204,210.15347697539255,95.50902658078563,95.67835446901786,0.0,98,120,120,130,140,150,160,170,200,210,210
,Aggregated,11023,0,98,103.67206513565505,16.899826005101204,210.15347697539255,95.50902658078563,95.67835446901786,0.0,98,120,120,130,140,150,160,170,200,210,210
