Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,7044,0,76,81.65388532006003,25.866735028102994,159.22694496111944,838.3381601362862,61.09347917207396,0.0,76,86,94,98,110,110,120,120,140,160,160
,Aggregated,7044,0,76,81.65388532006003,25.866735028102994,159.22694496111944,838.3381601362862,61.09347917207396,0.0,76,86,94,98,110,110,120,120,140,160,160
