Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,8795,0,130,130.08058482726517,31.369820004329085,275.8957539917901,838.2875497441728,76.32925261655774,0.0,130,150,180,190,200,210,230,240,250,280,280
,Aggregated,8795,0,130,130.08058482726517,31.369820004329085,275.8957539917901,838.2875497441728,76.32925261655774,0.0,130,150,180,190,200,210,230,240,250,280,280
