Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,11922,0,220,236.6689736122423,24.051138025242835,526.5624769963324,838.2601073645361,103.525198265293,0.0,220,270,290,310,340,360,380,390,430,440,530
,Aggregated,11922,0,220,236.6689736122423,24.051138025242835,526.5624769963324,838.2601073645361,103.525198265293,0.0,220,270,290,310,340,360,380,390,430,440,530
