Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,8366,0,68,68.5175252332301,17.329554015304893,115.51691096974537,54.26942385847478,72.6447107861954,0.0,68,71,73,75,82,88,94,99,110,120,120
,Aggregated,8366,0,68,68.5175252332301,17.329554015304893,115.51691096974537,54.26942385847478,72.6447107861954,0.0,68,71,73,75,82,88,94,99,110,120,120
