Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,3300,0,70,68.83656872332335,27.69250504206866,87.57602400146425,54.269393939393936,28.638513897264367,0.0,70,72,72,73,74,76,77,79,86,88,88
,Aggregated,3300,0,70,68.83656872332335,27.69250504206866,87.57602400146425,54.269393939393936,28.638513897264367,0.0,70,72,72,73,74,76,77,79,86,88,88
