Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,6864,0,16,16.755843841020518,13.336017029359937,85.38645796943456,219.30099067599068,59.545437752072516,0.0,16,17,17,18,20,22,25,27,37,85,85
,Aggregated,6864,0,16,16.755843841020518,13.336017029359937,85.38645796943456,219.30099067599068,59.545437752072516,0.0,16,17,17,18,20,22,25,27,37,85,85
