Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,7710,0,14,14.904891392176829,12.674993020482361,77.4390299920924,95.52827496757457,66.92846292030686,0.0,14,15,15,16,17,18,21,23,28,77,77
,Aggregated,7710,0,14,14.904891392176829,12.674993020482361,77.4390299920924,95.52827496757457,66.92846292030686,0.0,14,15,15,16,17,18,21,23,28,77,77
