Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,2618,0,2100,2100.5184414413325,53.95942903123796,4279.151066963095,95.53705118411001,22.74267043953737,0.0,2100,2400,2500,2600,2900,3200,3400,3600,4100,4300,4300
,Aggregated,2618,0,2100,2100.5184414413325,53.95942903123796,4279.151066963095,95.53705118411001,22.74267043953737,0.0,2100,2400,2500,2600,2900,3200,3400,3600,4100,4300,4300
