Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,4295,0,120,133.86489621514554,20.5651160213165,471.3841779739596,425.73643771827705,37.266280262923395,0.0,120,140,150,170,200,240,290,330,410,470,470
,Aggregated,4295,0,120,133.86489621514554,20.5651160213165,471.3841779739596,425.73643771827705,37.266280262923395,0.0,120,140,150,170,200,240,290,330,410,470,470
