Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,6023,0,85,95.38183663249804,15.347298001870513,418.34975499659777,54.23709115058941,52.278957164155706,0.0,85,98,110,120,150,190,220,260,350,420,420
,Aggregated,6023,0,85,95.38183663249804,15.347298001870513,418.34975499659777,54.23709115058941,52.278957164155706,0.0,85,98,110,120,150,190,220,260,350,420,420
