Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,1789,0,3100,3034.531818586563,33.2796520087868,5370.126070978586,425.5852431525992,15.575942350539714,0.0,3100,3400,3600,3700,4100,4300,4700,4800,5300,5400,5400
,Aggregated,1789,0,3100,3034.531818586563,33.2796520087868,5370.126070978586,425.5852431525992,15.575942350539714,0.0,3100,3400,3600,3700,4100,4300,4700,4800,5300,5400,5400
