Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,8061,0,14,14.258479956780281,12.480748002417386,89.9859190103598,54.276516561220696,69.96041315578171,0.0,14,14,15,15,16,17,20,21,27,90,90
,Aggregated,8061,0,14,14.258479956780281,12.480748002417386,89.9859190103598,54.276516561220696,69.96041315578171,0.0,14,14,15,15,16,17,20,21,27,90,90
