Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,5134,0,100,111.8396485856578,17.091422982048243,518.2311839889735,219.3071679002727,44.55897965873194,0.0,100,110,130,130,170,200,250,280,370,520,520
,Aggregated,5134,0,100,111.8396485856578,17.091422982048243,518.2311839889735,219.3071679002727,44.55897965873194,0.0,100,110,130,130,170,200,250,280,370,520,520
