Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,3233,0,340,354.52566474044613,28.00071198726073,1073.0299800052308,219.38199814413858,28.039795396236457,0.0,340,410,450,480,570,650,730,790,920,1100,1100
,Aggregated,3233,0,340,354.52566474044613,28.00071198726073,1073.0299800052308,219.38199814413858,28.039795396236457,0.0,340,410,450,480,570,650,730,790,920,1100,1100
