Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,3853,0,280,297.47297451897873,33.235430950298905,978.517874958925,54.28056060212821,33.41496872641475,0.0,280,330,370,400,480,560,650,710,850,980,980
,Aggregated,3853,0,280,297.47297451897873,33.235430950298905,978.517874958925,54.28056060212821,33.41496872641475,0.0,280,330,370,400,480,560,650,710,850,980,980
