Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,1894,0,1500,1487.759303255443,54.66646095737815,3380.5008360068314,425.73336853220695,16.414155336649507,0.0,1500,1700,1900,1900,2100,2300,2600,2700,3400,3400,3400
,Aggregated,1894,0,1500,1487.759303255443,54.66646095737815,3380.5008360068314,425.73336853220695,16.414155336649507,0.0,1500,1700,1900,1900,2100,2300,2600,2700,3400,3400,3400
