Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/score,2513,0,1100,1121.1502110111942,44.621116016060114,2497.436982986983,95.54635893354556,21.820400571648346,0.0,1100,1300,1400,1400,1600,1700,1900,2100,2500,2500,2500
,Aggregated,2513,0,1100,1121.1502110111942,44.621116016060114,2497.436982986983,95.54635893354556,21.820400571648346,0.0,1100,1300,1400,1400,1600,1700,1900,2100,2500,2500,2500
